# Unguarded process-global state a hosted test suite can reach.
# Fields: path\tname\trule\treason. A row is a claim on future work,
# never permission for the defect (CLAUDE.md). Delete a row when the
# candidate gains a choke-point assertion; the gate refuses stale rows.
arch-irq/src/line.rs	HITS	fixture-state	unclaimed; 1/33 tests claimed it at the C294 baseline
crng/src/pool/tests.rs	SOURCE_LOCK	fixture-lock	unclaimed; 5/17 tests claimed it at the C294 baseline
devfs/src/lib.rs	drv-zram::hot_add	singleton-pin	unclaimed; 1/7 tests claimed it at the C294 baseline
devfs/src/lib.rs	drv::devices	singleton-pin	unclaimed; 2/7 tests claimed it at the C294 baseline
devfs/src/tests.rs	TEST_SERIAL	fixture-lock	unclaimed; 10/19 tests claimed it at the C294 baseline
drm/src/dumb/tests.rs	DESTROYED_DRIVER_KEY	fixture-state	unclaimed; 2/168 tests claimed it at the C294 baseline
drm/src/dumb/tests.rs	DESTROYED_RES_ID	fixture-state	unclaimed; 2/168 tests claimed it at the C294 baseline
drm/src/node/tests.rs	LAST_SCANOUT_DRIVER_KEY	fixture-state	unclaimed; 2/168 tests claimed it at the C294 baseline
drm/src/node/tests/publication.rs	drv::devices	singleton-pin	unclaimed; 5/8 tests claimed it at the C294 baseline
drm/src/tests.rs	drm::clear_cards_for_tests	singleton-pin	unclaimed; 3/23 tests claimed it at the C294 baseline
drv-virtio-blk/src/tests/lifecycle.rs	drv::devices	singleton-pin	unclaimed; 2/5 tests claimed it at the C294 baseline
drv-virtio-blk/src/tests/mod.rs	BLOCK_MODEL	fixture-lock	unclaimed; 5/31 tests claimed it at the C294 baseline
drv-virtio-blk/src/tests/mod.rs	TEST_DISK_SEQ	fixture-state	unclaimed; 3/31 tests claimed it at the C294 baseline
drv-virtio-gpu/src/post_init/scanout.rs	fbdev::count	singleton-pin	unclaimed; 3/4 tests claimed it at the C294 baseline
drv-virtio-gpu/src/tests/registry.rs	drm::card_count	singleton-pin	unclaimed; 1/5 tests claimed it at the C294 baseline
drv-virtio-gpu/src/tests/support.rs	TEST_LOCK	fixture-state	unclaimed; 15/85 tests claimed it at the C294 baseline
drv-virtio-input/src/drain/tests/common.rs	TEST_DRAINS	fixture-state	unclaimed; 11/114 tests claimed it at the C294 baseline
drv-virtio-input/src/drain/tests/common.rs	TEST_LOCK	fixture-state	unclaimed; 15/114 tests claimed it at the C294 baseline
drv-virtio-input/src/tests.rs	drv::devices	singleton-pin	unclaimed; 1/11 tests claimed it at the C294 baseline
drv-virtio-input/src/tests.rs	input::devices_snapshot	singleton-pin	unclaimed; 1/11 tests claimed it at the C294 baseline
drv-virtio-input/src/tests/rebind.rs	HOOK_RAN	fixture-state	unclaimed; 1/114 tests claimed it at the C294 baseline
drv-virtio-input/src/tests/rebind.rs	INPUT_ID_AT_REMOVE	fixture-state	unclaimed; 1/114 tests claimed it at the C294 baseline
drv-virtio-input/src/tests/rebind.rs	MODEL_LIVE_AT_REMOVE	fixture-state	unclaimed; 1/114 tests claimed it at the C294 baseline
drv-virtio-input/src/tests/rebind.rs	NEXT_PARENT_ADDR	fixture-state	unclaimed; 2/114 tests claimed it at the C294 baseline
drv-virtio-net/src/modern/tests.rs	TEST_STATE_LOCK	fixture-state	unclaimed; 27/36 tests claimed it at the C294 baseline
drv-virtio-rng/src/tests.rs	REMOVED	fixture-state	unclaimed; 1/11 tests claimed it at the C294 baseline
drv-virtio-rng/src/tests.rs	TEST_LOCK	fixture-state	unclaimed; 10/11 tests claimed it at the C294 baseline
drv-virtio-rng/src/tests.rs	devfs::clear_hwrng_source	singleton-pin	unclaimed; 1/11 tests claimed it at the C294 baseline
drv-virtio-rng/src/tests.rs	drv::devices	singleton-pin	unclaimed; 4/11 tests claimed it at the C294 baseline
drv-virtio-snd/src/tests.rs	TEST_EVENT_CALLS	fixture-state	unclaimed; 12/16 tests claimed it at the C294 baseline
drv-virtio-snd/src/tests.rs	TEST_LOCK	fixture-state	unclaimed; 12/16 tests claimed it at the C294 baseline
drv-virtio-vsock/src/tests.rs	TEST_LOCK	fixture-state	unclaimed; 12/13 tests claimed it at the C294 baseline
drv-virtio-vsock/src/tests.rs	drv-virtio-vsock::clear_rx_softirq_handler	singleton-pin	unclaimed; 2/13 tests claimed it at the C294 baseline
drv-virtio-vsock/src/tests.rs	softirq::pending	singleton-pin	unclaimed; 1/13 tests claimed it at the C294 baseline
drv-zram/src/tests.rs	BACKING_TEST_ID	fixture-state	unclaimed; 7/104 tests claimed it at the C294 baseline
drv-zram/src/tests.rs	CONTROL	fixture-lock	unclaimed; 4/104 tests claimed it at the C294 baseline
drv-zram/src/tests/backing.rs	BACKING_PATH_TEST_ID	fixture-state	unclaimed; 4/104 tests claimed it at the C294 baseline
drv-zram/src/tests/writeback_abi.rs	WRITEBACK_ABI_TEST_ID	fixture-state	unclaimed; 3/104 tests claimed it at the C294 baseline
drv-zram/src/zsmalloc/platform.rs	PAGES	fixture-state	unclaimed; 0/104 tests claimed it at the C294 baseline
drv/src/model/test_claim.rs	MODEL	fixture-lock	unclaimed; 38/40 tests claimed it at the C294 baseline
drv/src/model/tests/hooks.rs	HITS	fixture-state	unclaimed; 2/40 tests claimed it at the C294 baseline
drv/src/model/tests/hooks.rs	ORDER	fixture-state	unclaimed; 4/40 tests claimed it at the C294 baseline
drv/src/model/tests/hooks.rs	SYSFS_AFTER_DEV	fixture-state	unclaimed; 2/40 tests claimed it at the C294 baseline
drv/src/model/tests/mod.rs	ADD_BIND_EVENTS	fixture-state	unclaimed; 1/40 tests claimed it at the C294 baseline
drv/src/model/tests/mod.rs	ADD_PROBES	fixture-state	unclaimed; 2/40 tests claimed it at the C294 baseline
drv/src/model/tests/mod.rs	ADD_SYSFS_SAW_BOUND	fixture-state	unclaimed; 1/40 tests claimed it at the C294 baseline
drv/src/model/tests/mod.rs	DEVICE_DEL_ORDER_ACTIVE	fixture-state	unclaimed; 1/40 tests claimed it at the C294 baseline
drv/src/model/tests/mod.rs	DUP_REGISTER_PROBES	fixture-state	unclaimed; 3/40 tests claimed it at the C294 baseline
drv/src/model/tests/mod.rs	DUP_REGISTER_REMOVES	fixture-state	unclaimed; 5/40 tests claimed it at the C294 baseline
